accession	accession_version	database	sra_accessions	strain	region	location	date	date_released	date_updated	length	host	isolate-lineage-source	biosample_accessions	authors	institution	submitter_country	country	division	abbr_authors	clade	qc.overallScore	qc.overallStatus	alignmentScore	alignmentStart	alignmentEnd	genome_coverage	age	gender	symptoms	published_clade
KY885704	KY885704.1	GenBank		JX127/2015	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	589	2591	2861	0.0365771359157781				
KY885705	KY885705.1	GenBank		JX379/2015	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	585	2591	2861	0.0365771359157781				
KY885706	KY885706.1	GenBank		JX665/2016	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	582	2591	3257	0.0900256444864354				
KY885707	KY885707.1	GenBank		JX740/2016	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."											
KY885708	KY885708.1	GenBank		JX472/2015	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	586	2591	3257	0.0900256444864354				
KY885709	KY885709.1	GenBank		JX527/2015	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	581	2591	2861	0.0365771359157781				
KY885710	KY885710.1	GenBank		JX548/2015	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	585	2591	2861	0.0365771359157781				
KY885711	KY885711.1	GenBank		JX637/2015	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	581	2591	2861	0.0365771359157781				
KY885712	KY885712.1	GenBank		JX935/2015	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	589	2591	2861	0.0365771359157781				
KY885713	KY885713.1	GenBank		JX1071/2015	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	582	2591	3257	0.0900256444864354				
KY885714	KY885714.1	GenBank		JX2087/2015	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	581	2591	2861	0.0365771359157781				
KY885715	KY885715.1	GenBank		JX2257/2015	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	582	2591	3257	0.0900256444864354				
KY885716	KY885716.1	GenBank		JX2302/2015	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	578	2591	3257	0.0900256444864354				
KY885717	KY885717.1	GenBank		JX2439/2015	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	582	2591	3257	0.0900256444864354				
KY885718	KY885718.1	GenBank		JX2657/2015	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	585	2591	2861	0.0365771359157781				
KY885719	KY885719.1	GenBank		JX2812/2015	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	585	2591	2861	0.0365771359157781				
KY885720	KY885720.1	GenBank		JX2843/2015	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	589	2591	2861	0.0365771359157781				
KY909277	KY909277.1	GenBank		CMHN069/11/THA	Asia		2011-04-29	2017-10-21	2017-10-21	255	"Homo sapiens"	feces		Kumthip,K.,Khamrin,P.,Ushijima,H.,Maneekarn,N.	"Faculty of Medicine, Chiang Mai University, Department of Microbiology"	Thailand	Thailand		"Kumthip et al."											
KY909278	KY909278.1	GenBank		CMHN091/11/THA	Asia		2011-06-08	2017-10-21	2017-10-21	255	"Homo sapiens"	feces		Kumthip,K.,Khamrin,P.,Ushijima,H.,Maneekarn,N.	"Faculty of Medicine, Chiang Mai University, Department of Microbiology"	Thailand	Thailand		"Kumthip et al."											
KY913298	KY913298.1	GenBank		NPEV/CA10/JX1-C-3/2015	Asia		2015-12-XX	2018-03-27	2018-03-27	254	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	550	2590	2843	0.0342826292347145				
KY913299	KY913299.1	GenBank		NPEV/CA10/JX1-C-5/2015	Asia		2015-12-XX	2018-03-27	2018-03-27	254	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	550	2590	2843	0.0342826292347145				
KY913300	KY913300.1	GenBank		NPEV/CA10/JX73-1/2014	Asia		2014-12-XX	2018-03-27	2018-03-27	254	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	538	2590	2843	0.0342826292347145				
KY913301	KY913301.1	GenBank		NPEV/CA10/JX73-2/2014	Asia		2014-12-XX	2018-03-27	2018-03-27	254	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	542	2590	2843	0.0342826292347145				
KY913530	KY913530.1	GenBank		CA10/JX/436/2010	Asia		2010-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1850	2437	3330	0.120664057227696				
KY913531	KY913531.1	GenBank		CA10/JX/498/2010	Asia		2010-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1850	2437	3330	0.120664057227696				
KY913532	KY913532.1	GenBank		CA10/JX/946/2010	Asia		2010-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1846	2437	3330	0.120664057227696				
KY913533	KY913533.1	GenBank		CA10/JX/1175/2010	Asia		2010-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1830	2437	3330	0.120664057227696				
KY913534	KY913534.1	GenBank		CA10/JX/1262/2010	Asia		2010-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1846	2437	3330	0.120664057227696				
KY913535	KY913535.1	GenBank		CA10/JX/1296/2010	Asia		2010-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1850	2437	3330	0.120664057227696				
KY913536	KY913536.1	GenBank		CA10/JX/1346/2010	Asia		2010-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1850	2437	3330	0.120664057227696				
KY913537	KY913537.1	GenBank		CA10/JX/1353/2010	Asia		2010-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1842	2437	3330	0.120664057227696				
KY913538	KY913538.1	GenBank		CA10/JX/1387/2010	Asia		2010-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1850	2437	3330	0.120664057227696				
KY913539	KY913539.1	GenBank		CA10/JX/1463/2010	Asia		2010-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1850	2437	3330	0.120664057227696				
KY913540	KY913540.1	GenBank		CA10/JX/1467/2010	Asia		2010-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1862	2437	3330	0.120664057227696				
KY913541	KY913541.1	GenBank		CA10/JX/1474/2010	Asia		2010-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1862	2437	3330	0.120664057227696				
KY913542	KY913542.1	GenBank		CA10/JX/366/2011	Asia		2011-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1846	2437	3330	0.120664057227696				
KY913543	KY913543.1	GenBank		CA10/JX/1035/2011	Asia		2011-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1826	2437	3330	0.120664057227696				
KY913544	KY913544.1	GenBank		CA10/JX/1041/2011	Asia		2011-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1846	2437	3330	0.120664057227696				
KY913545	KY913545.1	GenBank		CA10/JX/1047/2011	Asia		2011-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1854	2437	3330	0.120664057227696				
KY913546	KY913546.1	GenBank		CA10/JX/1089/2011	Asia		2011-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1838	2437	3330	0.120664057227696				
KY913547	KY913547.1	GenBank		CA10/JX/1098/2011	Asia		2011-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1858	2437	3330	0.120664057227696				
KY913548	KY913548.1	GenBank		CA10/JX/1251/2011	Asia		2011-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1842	2437	3330	0.120664057227696				
KY913549	KY913549.1	GenBank		CA10/JX/1262/2011	Asia		2011-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1834	2437	3330	0.120664057227696				
KY913550	KY913550.1	GenBank		CA10/JX/1286/2011	Asia		2011-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1842	2437	3330	0.120664057227696				
KY913551	KY913551.1	GenBank		CA10/JX/1294/2011	Asia		2011-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1846	2437	3330	0.120664057227696				
KY913552	KY913552.1	GenBank		CA10/JX/1322/2011	Asia		2011-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1854	2437	3330	0.120664057227696				
KY913553	KY913553.1	GenBank		CA10/JX/1363/2011	Asia		2011-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1842	2437	3330	0.120664057227696				
KY913554	KY913554.1	GenBank		CA10/JX/1500/2011	Asia		2011-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1870	2437	3330	0.120664057227696				
KY913555	KY913555.1	GenBank		CA10/JX/2128/2011	Asia		2011-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1858	2437	3330	0.120664057227696				
KY913556	KY913556.1	GenBank		CA10/JX/2398/2011	Asia		2011-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1850	2437	3330	0.120664057227696				
KY913557	KY913557.1	GenBank		CA10/JX/47/2012	Asia		2012-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1842	2437	3330	0.120664057227696				
KY913558	KY913558.1	GenBank		CA10/JX/673/2012	Asia		2012-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1854	2437	3330	0.120664057227696				
KY913559	KY913559.1	GenBank		CA10/JX/1079/2012	Asia		2012-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1850	2437	3330	0.120664057227696				
KY913560	KY913560.1	GenBank		CA10/JX/1827/2012	Asia		2012-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1858	2437	3330	0.120664057227696				
KY913561	KY913561.1	GenBank		CA10/JX/2308/2012	Asia		2012-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1846	2437	3330	0.120664057227696				
KY913562	KY913562.1	GenBank		CA10/JX/2389/2012	Asia		2012-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1834	2437	3330	0.120664057227696				
KY913563	KY913563.1	GenBank		CA10/JX/2503/2012	Asia		2012-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1858	2437	3330	0.120664057227696				
KY913564	KY913564.1	GenBank		CA10/JX/2561/2012	Asia		2012-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1846	2437	3330	0.120664057227696				
KY913565	KY913565.1	GenBank		CA10/JX/2625/2012	Asia		2012-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1846	2437	3330	0.120664057227696				
KY913566	KY913566.1	GenBank		CA10/JX/2652/2012	Asia		2012-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1850	2437	3330	0.120664057227696				
KY913567	KY913567.1	GenBank		CA10/JX/2911/2012	Asia		2012-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1854	2437	3330	0.120664057227696				
KY913568	KY913568.1	GenBank		CA10/JX/3011/2012	Asia		2012-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1850	2437	3330	0.120664057227696				
KY913569	KY913569.1	GenBank		CA10/JX/3222/2012	Asia		2012-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1858	2437	3330	0.120664057227696				
KY913570	KY913570.1	GenBank		CA10/JX/3341/2012	Asia		2012-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1882	2437	3330	0.120664057227696				
KY913571	KY913571.1	GenBank		CA10/JX/658/2013	Asia		2013-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1850	2437	3330	0.120664057227696				
KY913572	KY913572.1	GenBank		CA10/JX/701/2013	Asia		2013-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1830	2437	3330	0.120664057227696				
KY913573	KY913573.1	GenBank		CA10/JX/1005/2013	Asia		2013-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1822	2437	3330	0.120664057227696				
KY913574	KY913574.1	GenBank		CA10/JX/1558/2013	Asia		2013-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1858	2437	3330	0.120664057227696				
KY913575	KY913575.1	GenBank		CA10/JX/2166/2013	Asia		2013-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1834	2437	3330	0.120664057227696				
KY913576	KY913576.1	GenBank		CA10/JX/2270/2013	Asia		2013-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1846	2437	3330	0.120664057227696				
KY913577	KY913577.1	GenBank		CA10/JX/2465/2013	Asia		2013-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1846	2437	3330	0.120664057227696				
KY913578	KY913578.1	GenBank		CA10/JX/850/2014	Asia		2014-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1834	2437	3330	0.120664057227696				
KY913579	KY913579.1	GenBank		CA10/JX/1228/2014	Asia		2014-03-XX	2018-03-27	2018-03-27	894	"Homo sapiens"			Li,J.,Gong,T.,Shi,Y.,Xiong,Y.	"Jiangxi Province Center for Disease Control and Prevention"	China	China	Jiangxi	"Li et al."		0	good	1846	2437	3330	0.120664057227696				
